number,name,age,generation,cycle,birthTurn,deathTurn,deathReason,parents,gene_Osteo_Pathway_Multiplier,gene_Osteo_Length_ECM,gene_Osteo_Width_ECM,gene_Osteo_Morphogenetic_Protein1,gene_Osteo_Morphogenetic_Protein2,gene_Osteo_Morphogenetic_Protein3,gene_Myo_Pathway_Multiplier,gene_Myo_Fast_Twitch_ECM,gene_Myo_Slow_Twitch_ECM,gene_Myo_Morphogenetic_Protein1,gene_Myo_Morphogenetic_Protein2,gene_Myo_Morphogenetic_Protein3,gene_Neuro_Pathway_Multiplier,gene_Neuro_3d_ECM,gene_Neuro_Morphogenetic_Protein_SensoryResolution,gene_Neuro_Morphogenetic_Protein_Hostile,gene_Neuro_Morphogenetic_Protein_Neutral,gene_Neuro_Morphogenetic_Protein_SelfProjectionPotential,gene_Neuro_Morphogenetic_Protein_MoodNegative,gene_Neuro_Morphogenetic_Protein_MoodPositive,gene_Neuro_Morphogenetic_Protein_Fight,gene_Neuro_Morphogenetic_Protein_Flight,weight,limbLength,boneDiameter,limbStructuralStrength,osteocyteGenesisEfficiency,muscleMass,muscleProteinSynthesis,myocyteGenesisEfficiency,muscleSpeed,muscleEndurance,muscleStrength,neuralMass,perceptionRadius,hostility,moodPositive,fightResponse,colonialCognitionCapacity,neurocyteGenesisEfficiency,eyeSize,cranialSize,facialLength,facialWidth,generalPhenotype,agreeability,speedOfLocomotion,fightingEffectiveness,resourceCarryingCapacity,crit,dodge,maxHp
4602,Ned4602,92,24,bd,2000,2092,Fight,Caitlyn4056,0.801790834,0.149261217,0.850738783,0.365633898,0.111068516,0.805760491,0.397256358,0.410494274,0.589505726,0.985357057,0.462345261,0.246208883,0.242564739,0.302295473,0.071797986,0.840955248,0.159044752,0.771508391,0.541681649,0.458318351,0.367524353,0.632475647,0.413094415,0.149261217,0.850738783,0.175448939,0.577208915,0.246208883,0.246208883,4.34099116,1.667260212,0.475073445,1.269864623,0.302295473,0.187046729,0.595659224,0.380306912,0.487600255,0.536901932,0.026951638,0.361974331,0.134225483,0.037315304,0.043862235,2,0.404340776,1.193766374,1.116193215,0.734469125,0.226721604,0.871418117,1.648383904
4603,Robb4603,164,24,bd,2000,2164,Fight,Caitlyn4056,0.801790834,0.149261217,0.850738783,0.365633898,0.111290789,0.805760491,0.397256358,0.410494274,0.589505726,0.985357057,0.462345261,0.246208883,0.242564739,0.302295473,0.071797986,0.840955248,0.159044752,0.771508391,0.541681649,0.458318351,0.359262928,0.640737072,0.413094415,0.149261217,0.850738783,0.175448939,0.577253369,0.246208883,0.246208883,4.34099116,1.667260212,0.475073445,1.269864623,0.302295473,0.187046729,0.595659224,0.380306912,0.483469542,0.536901932,0.026951638,0.361974331,0.134225483,0.037315304,0.043862235,2,0.404340776,1.193766374,1.116193215,0.734469125,0.226721604,0.871418117,1.648398722
4604,Arya4604,79,24,bd,2000,2079,Fight,Rickon4427,0.380541028,0.676226155,0.323773845,0.121963022,0.39929194,0.444767281,0.005517287,0.702777752,0.297222248,0.600623711,0.222283773,0.51136474,0.692125036,0.051827247,0.505647489,0.153095295,0.846904705,0.547191689,0.244905101,0.755094899,0.054242229,0.945757771,0.415670759,0.676226155,0.323773845,2.08857561,0.34542086,0.51136474,0.51136474,4.321900537,1.37431797,0.368603079,1.039079673,0.051827247,0.278737368,0.349500099,0.403461073,0.263630871,0.299509468,0.076902782,0.289123418,0.074877367,0.169056539,0.522143903,2,0.650499901,1.132923201,1.269262012,0.640378484,0.038870435,0.768238945,1.58140806
4605,Tommen4605,343,24,bd,2000,2343,Wounds,Rickon4427,0.380541028,0.676226155,0.323773845,0.121963022,0.415626093,0.238752792,0.005517287,0.702777752,0.297222248,0.600623711,0.222283773,0.51136474,0.692125036,0.051827247,0.512053598,0.153095295,0.846904705,0.547191689,0.244905101,0.755094899,0.054242229,0.945757771,0.415670759,0.676226155,0.323773845,2.08857561,0.307484793,0.51136474,0.51136474,4.328306647,1.37431797,0.368603079,1.039079673,0.051827247,0.281940423,0.349500099,0.403461073,0.263630871,0.299509468,0.076902782,0.290724945,0.074877367,0.169056539,0.522143903,2,0.650499901,1.132923201,1.269262012,0.640378484,0.038870435,0.768238945,1.570898074
4606,Tywin4606,372,24,bd,2000,2372,Fight,Rickon4427,0.380541028,0.676226155,0.323773845,0.127509286,0.415626093,0.238752792,0.005517287,0.702777752,0.297222248,0.600623711,0.222283773,0.51136474,0.692125036,0.051827247,0.505647489,0.153095295,0.846904705,0.547191689,0.244905101,0.755094899,0.054242229,0.945757771,0.415670759,0.676226155,0.323773845,2.08857561,0.308594045,0.51136474,0.51136474,4.321900537,1.37431797,0.368603079,1.039079673,0.051827247,0.278737368,0.349500099,0.403461073,0.263630871,0.299509468,0.076902782,0.289123418,0.074877367,0.169056539,0.522143903,2,0.650499901,1.132923201,1.269262012,0.640378484,0.038870435,0.768238945,1.569132455
4607,Robert4607,253,24,bd,2000,2253,Fight,Rickon4427,0.380541028,0.676226155,0.323773845,0.121963022,0.415626093,0.238752792,0.005517287,0.702777752,0.297222248,0.600623711,0.222283773,0.51136474,0.692125036,0.051827247,0.505647489,0.153095295,0.846904705,0.547191689,0.244905101,0.755094899,0.054242229,0.945757771,0.415670759,0.676226155,0.323773845,2.08857561,0.307484793,0.51136474,0.51136474,4.321900537,1.37431797,0.368603079,1.039079673,0.051827247,0.278737368,0.349500099,0.403461073,0.263630871,0.299509468,0.076902782,0.289123418,0.074877367,0.169056539,0.522143903,2,0.650499901,1.132923201,1.269262012,0.640378484,0.038870435,0.768238945,1.568762704
4608,Joanna4608,856,24,brd,2000,2856,Fight,Rickon4427,0.380541028,0.676226155,0.323773845,0.121963022,0.415626093,0.238752792,0.005517287,0.702777752,0.297222248,0.600623711,0.222283773,0.51136474,0.692125036,0.051827247,0.505647489,0.153095295,0.846904705,0.547191689,0.25499501,0.74500499,0.054242229,0.945757771,0.415670759,0.676226155,0.323773845,2.08857561,0.307484793,0.51136474,0.51136474,4.321900537,1.37431797,0.368603079,1.039079673,0.051827247,0.278737368,0.352022576,0.398416118,0.265522729,0.299509468,0.076902782,0.289123418,0.074877367,0.169056539,0.522143903,2,0.647977424,1.132923201,1.269262012,0.640378484,0.038870435,0.768238945,1.568762704
4609,Edmure4609,510,24,brd,2000,2510,Fight,Rickon4427,0.383300199,0.676226155,0.323773845,0.121963022,0.415626093,0.238752792,0.005517287,0.702777752,0.297222248,0.600623711,0.222283773,0.51136474,0.692125036,0.051827247,0.505647489,0.159852505,0.840147495,0.547191689,0.244905101,0.755094899,0.054242229,0.945757771,0.415670759,0.676226155,0.323773845,2.08857561,0.308588461,0.51136474,0.51136474,4.321900537,1.37431797,0.368603079,1.039079673,0.051827247,0.278737368,0.351189401,0.403461073,0.264053196,0.299509468,0.076902782,0.289123418,0.074877367,0.169056539,0.522143903,2,0.648810599,1.132923201,1.269262012,0.640378484,0.038870435,0.768238945,1.569130593
4610,Brandon4610,173,24,bd,2000,2173,Fight,Rickon4427,0.380541028,0.676226155,0.323773845,0.121963022,0.415626093,0.238752792,0.005517287,0.696812921,0.303187079,0.600623711,0.222283773,0.51136474,0.692125036,0.051827247,0.505647489,0.153095295,0.846904705,0.547191689,0.244905101,0.755094899,0.054242229,0.945757771,0.415670759,0.676226155,0.323773845,2.08857561,0.307484793,0.51136474,0.51136474,4.321900537,1.362653436,0.372579633,1.032628835,0.051827247,0.278737368,0.349500099,0.403461073,0.263630871,0.299509468,0.076902782,0.289123418,0.074877367,0.169056539,0.522143903,2,0.650499901,1.12551591,1.262868352,0.640201754,0.038870435,0.763300752,1.568762704
4611,Joffrey4611,4,24,bd,2000,2004,Fight,Arya4390,0.620382963,0.995842468,0.004157532,0.064179837,0.721562492,0.889553609,0.780323728,0.359515664,0.640484336,0.984916919,0.464631297,0.19622366,0.785441838,0.277612182,0.795135585,0.902975584,0.097024416,0.171947445,0.989054402,0.010945598,0.59792643,0.40207357,0.267205813,0.995842468,0.004157532,239.5273159,0.583212373,0.19622366,0.19622366,4.608366897,1.832172857,0.492397444,1.385581053,0.277612182,0.536373883,0.723007496,0.14427889,0.693645367,0.224779814,0.087271315,0.380576849,0.056194953,0.248960617,59.88182896,2,0.276992504,1.516364471,43.43664016,0.862959213,0.208209136,1.080312693,1.759616862
4612,Robb4612,,24,b,2000,Alive,Survived,Arya4390,0.620382963,0.995842468,0.004157532,0.064179837,0.721562492,0.889553609,0.780323728,0.359515664,0.640484336,0.984916919,0.464631297,0.19622366,0.788377813,0.277612182,0.795135585,0.910358134,0.089641866,0.171947445,0.989054402,0.010945598,0.59792643,0.40207357,0.267205813,0.995842468,0.004157532,239.5273159,0.583212373,0.19622366,0.19622366,4.608366897,1.832172857,0.492397444,1.385581053,0.277612182,0.536373883,0.724853134,0.14427889,0.694106776,0.224779814,0.087597535,0.380576849,0.056194953,0.248960617,59.88182896,2,0.275146866,1.516364471,43.43664016,0.862959213,0.208209136,1.080312693,1.759725601
4613,Robert4613,,24,b,2000,Alive,Survived,Arya4390,0.620382963,0.995842468,0.004157532,0.064179837,0.721562492,0.889553609,0.76931342,0.359515664,0.640484336,0.984916919,0.464631297,0.19622366,0.788377813,0.277612182,0.795135585,0.910358134,0.089641866,0.171947445,0.989054402,0.010945598,0.59792643,0.40207357,0.267205813,0.995842468,0.004157532,239.5273159,0.583212373,0.19622366,0.19622366,4.603962773,1.832172857,0.492397444,1.385581053,0.277612182,0.536373883,0.724853134,0.14427889,0.694106776,0.224779814,0.087597535,0.380576849,0.056194953,0.248960617,59.88182896,2,0.275146866,1.516364471,43.43664016,0.862959213,0.208209136,1.080312693,1.75825756
4614,Cersei4614,2,24,bd,2000,2002,Fight,Arya4390,0.627616652,0.995842468,0.004157532,0.064179837,0.721562492,0.889553609,0.780323728,0.359515664,0.640484336,1,0.464631297,0.19622366,0.788377813,0.277612182,0.795135585,0.911669883,0.088330117,0.171947445,0.989054402,0.010945598,0.59792643,0.40207357,0.267205813,0.995842468,0.004157532,239.5273159,0.586105848,0.19622366,0.19622366,4.611383513,1.832172857,0.492397444,1.385581053,0.277612182,0.536373883,0.725181071,0.14427889,0.69418876,0.224779814,0.087597535,0.380576849,0.056194953,0.248960617,59.88182896,2,0.274818929,1.516364471,43.43664016,0.862959213,0.208209136,1.080312693,1.761695632
4615,Sansa4615,2,24,bd,2000,2002,Fight,Arya4390,0.620382963,0.995842468,0.004157532,0.894837589,0.197369648,0.889553609,0.780323728,0.359515664,0.640484336,0.984916919,0.464631297,0.19622366,0.788377813,0.277612182,0.795135585,0.910358134,0.089641866,0.171947445,0.989054402,0.010945598,0.59792643,0.40207357,0.267205813,0.995842468,0.004157532,239.5273159,0.644505355,0.19622366,0.19622366,4.608366897,1.832172857,0.492397444,1.385581053,0.277612182,0.536373883,0.724853134,0.14427889,0.694106776,0.224779814,0.087597535,0.380576849,0.056194953,0.248960617,59.88182896,2,0.275146866,1.516364471,43.43664016,0.862959213,0.208209136,1.080312693,1.780156595
4616,Tyrion4616,6,24,bd,2000,2006,Fight,Arya4390,0.620382963,0.995842468,0.004157532,0.064179837,0.721562492,0.889553609,0.780323728,0.359515664,0.640484336,0.984916919,0.464631297,0.19622366,0.788377813,0.277612182,0.795135585,0.910358134,0.089641866,0.171947445,0.989054402,0.010945598,0.59792643,0.40207357,0.267205813,0.995842468,0.004157532,239.5273159,0.583212373,0.19622366,0.19622366,4.608366897,1.832172857,0.492397444,1.385581053,0.277612182,0.536373883,0.724853134,0.14427889,0.694106776,0.224779814,0.087597535,0.380576849,0.056194953,0.248960617,59.88182896,2,0.275146866,1.516364471,43.43664016,0.862959213,0.208209136,1.080312693,1.759725601
4617,Myrcella4617,,24,br,2000,Alive,Survived,Arya4390,0.620382963,0.995842468,0.004157532,0.063919896,0.721562492,0.889553609,0.780323728,0.359515664,0.640484336,0.984916919,0.464631297,0.19622366,0.788377813,0.275406354,0.795135585,0.910358134,0.089641866,0.171947445,0.989054402,0.010945598,0.59792643,0.40207357,0.266890695,0.995842468,0.004157532,239.5273159,0.583160385,0.19622366,0.19622366,4.608366897,1.832172857,0.492397444,1.385581053,0.275406354,0.53527097,0.724853134,0.143175976,0.694382504,0.2236769,0.087597535,0.379473935,0.055919225,0.248960617,59.88182896,2,0.275146866,1.516343754,43.43660308,0.862959213,0.206554766,1.079747425,1.759708272
4618,Jaime4618,,24,b,2000,Alive,Survived,Tyrion4368,0.633567576,0.995842468,0.004157532,0.065690566,0.721562492,0.849021871,0.775882161,0.359515664,0.640484336,1,0.464631297,0.19622366,0.788377813,0.285234328,0.795135585,0.910358134,0.089641866,0.171947445,0.989054402,0.010945598,0.59792643,0.40207357,0.268294692,0.995842468,0.004157532,239.5273159,0.580682016,0.19622366,0.19622366,4.609606886,1.832172857,0.492397444,1.385581053,0.285234328,0.540184956,0.724853134,0.148089963,0.693154008,0.228590887,0.087597535,0.384387922,0.057147722,0.248960617,59.88182896,2,0.275146866,1.516436059,43.43676826,0.862959213,0.213925746,1.082265954,1.759295479
4619,Sansa4619,74,24,bd,2000,2074,Fight,Tyrion4368,0.633567576,0.995842468,0.004157532,0.064179837,0.721562492,0.849021871,0.775882161,0.359515664,0.640484336,1,0.464631297,0.19622366,0.770353139,0.285234328,0.795135585,0.910358134,0.089641866,0.171947445,0.960093376,0.039906624,0.609211244,0.390788756,0.268294692,0.995842468,0.004157532,239.5273159,0.58037987,0.19622366,0.19622366,4.609606886,1.832172857,0.492397444,1.385581053,0.285234328,0.540184956,0.717612877,0.162570476,0.693366223,0.228590887,0.085594793,0.384387922,0.057147722,0.248960617,59.88182896,2,0.282387123,1.516436059,43.43676826,0.862959213,0.213925746,1.082265954,1.758527183
4620,Lysa4620,23,24,bd,2000,2023,Fight,Tyrion4368,0.633567576,0.965423988,0.034576012,0.064179837,0.713263366,0.849021871,0.772157713,0.359515664,0.640484336,1,0.464631297,0.196080164,0.788377813,0.285234328,0.795135585,0.910358134,0.089641866,0.171947445,0.989054402,0.010945598,0.59792643,0.40207357,0.27257869,0.965423988,0.034576012,27.92178564,0.578720045,0.196080164,0.196080164,4.608088408,1.833513684,0.492349612,1.386458993,0.285234328,0.540184956,0.724853134,0.148089963,0.693154008,0.228590887,0.087597535,0.384387922,0.057147722,0.241355997,6.98044641,2,0.275146866,1.50959675,6.095902963,0.860487058,0.213925746,1.077706415,1.758135329
4621,Rickard4621,,24,br,2000,Alive,Survived,Tyrion4368,0.633567576,0.995842468,0.004157532,0.064179837,0.721562492,0.849021871,0.775882161,0.359515664,0.640484336,1,0.464631297,0.19622366,0.788377813,0.290760433,0.795135585,0.911966758,0.088033242,0.171947445,0.989054402,0.010945598,0.59792643,0.40207357,0.269084135,0.995842468,0.004157532,239.5273159,0.58037987,0.19622366,0.19622366,4.609606886,1.832172857,0.492397444,1.385581053,0.290760433,0.542948009,0.72525529,0.150853016,0.692563784,0.231353939,0.087597535,0.387150974,0.057838485,0.248960617,59.88182896,2,0.27474471,1.51648796,43.43686113,0.862959213,0.218070325,1.083682082,1.759194764
4622,Eddard4622,169,24,bd,2000,2169,Fight,Tyrion4368,0.633567576,0.995842468,0.004157532,0.064179837,0.721562492,0.849021871,0.775882161,0.359515664,0.640484336,1,0.464631297,0.19622366,0.788377813,0.285234328,0.795135585,0.910358134,0.089641866,0.171947445,0.989054402,0.010945598,0.601475841,0.398524159,0.268294692,0.995842468,0.004157532,239.5273159,0.58037987,0.19622366,0.19622366,4.609606886,1.832172857,0.492397444,1.385581053,0.285234328,0.540184956,0.724853134,0.148089963,0.694928713,0.228590887,0.087597535,0.384387922,0.057147722,0.248960617,59.88182896,2,0.275146866,1.516436059,43.43676826,0.862959213,0.213925746,1.082265954,1.759194764
4623,Cersei4623,15,24,bd,2000,2015,Fight,Tyrion4368,0.633567576,0.995842468,0.004157532,0.064179837,0.721562492,0.820130058,0.775882161,0.359515664,0.640484336,0.988127099,0.464631297,0.19622366,0.788377813,0.271330431,0.795135585,0.910358134,0.089641866,0.171947445,0.989054402,0.010945598,0.59792643,0.40207357,0.26630842,0.995842468,0.004157532,239.5273159,0.574601508,0.19622366,0.19622366,4.607232306,1.832172857,0.492397444,1.385581053,0.271330431,0.533233008,0.724853134,0.141138015,0.694891995,0.221638938,0.087597535,0.377435973,0.055409734,0.248960617,59.88182896,2,0.275146866,1.516305473,43.43653458,0.862959213,0.203497823,1.078702923,1.756477116
4624,Arya4624,100,24,bd,2000,2100,Fight,Tyrion4368,0.633567576,0.995842468,0.004157532,0.064179837,0.721562492,0.849021871,0.775882161,0.359515664,0.640484336,1,0.464631297,0.19622366,0.788377813,0.285234328,0.795135585,0.910358134,0.089641866,0.172736857,0.989054402,0.010945598,0.59792643,0.40207357,0.268294692,0.995842468,0.004157532,239.5273159,0.58037987,0.19622366,0.19622366,4.610396298,1.832172857,0.492397444,1.385581053,0.285234328,0.540184956,0.724853134,0.148089963,0.693154008,0.228985593,0.087597535,0.384585274,0.057246398,0.248960617,59.88182896,2,0.275146866,1.516436059,43.43676826,0.862959213,0.213925746,1.082265954,1.759457901
4625,Rickard4625,66,24,bd,2000,2066,Fight,Sansa4493,0.476899272,0.105577211,0.894422789,0.412881208,0.583925664,0.360993374,0.679279767,0.288682158,0.711317842,0.668771665,0.572833712,0.489827648,0.074721111,0.029177911,0.238908682,0.455299355,0.544700645,0.696252172,0.975869832,0.024130168,0.279646181,0.720353819,0.484726235,0.105577211,0.894422789,0.118039491,0.462319758,0.489827648,0.489827648,4.553159365,0.58935456,0.637487777,0.605398966,0.029177911,0.134043296,0.607792297,0.026654039,0.535107655,0.362715041,0.008302346,0.248379169,0.09067876,0.026394303,0.029509873,1,0.392207703,0.489007961,0.499534829,0.577463613,0.021883433,0.333299785,1.674593823
4626,Robert4626,386,24,bd,2000,2386,Fight,Sansa4493,0.476899272,0.105577211,0.894422789,0.412881208,0.583925664,0.360993374,0.679279767,0.288682158,0.711317842,0.668771665,0.572833712,0.489827648,0.070345517,0.028025825,0.238908682,0.455299355,0.544700645,0.696252172,0.975869832,0.024130168,0.279646181,0.720353819,0.484561651,0.105577211,0.894422789,0.118039491,0.462319758,0.489827648,0.489827648,4.553159365,0.58935456,0.637487777,0.605398966,0.028025825,0.133467253,0.607792297,0.026077996,0.535251666,0.362138998,0.007816169,0.247803126,0.09053475,0.026394303,0.029509873,1,0.392207703,0.48899714,0.499515466,0.577463613,0.021019369,0.33300455,1.674431764
4627,Jaime4627,82,24,bd,2000,2082,Fight,Sansa4493,0.497987924,0.105577211,0.894422789,0.412881208,0.591168386,0.360993374,0.679279767,0.288682158,0.711317842,0.668771665,0.572833712,0.489827648,0.074033492,0.029177911,0.238908682,0.455299355,0.544700645,0.696252172,0.975869832,0.024130168,0.269888513,0.730111487,0.484726235,0.105577211,0.894422789,0.118039491,0.472203763,0.489827648,0.489827648,4.553159365,0.58935456,0.637487777,0.605398966,0.029177911,0.134043296,0.607792297,0.026654039,0.530228821,0.362715041,0.008225944,0.248379169,0.09067876,0.026394303,0.029509873,1,0.392207703,0.489007961,0.499534829,0.577463613,0.021883433,0.333299785,1.677863024
4628,Melisandra4628,,24,b,2000,Alive,Survived,Sansa4493,0.476899272,0.105577211,0.894422789,0.412881208,0.583925664,0.360993374,0.679279767,0.288682158,0.711317842,0.668771665,0.572833712,0.489827648,0.074033492,0.029177911,0.238908682,0.455299355,0.544700645,0.696252172,0.975869832,0.024130168,0.279646181,0.720353819,0.484726235,0.105577211,0.894422789,0.118039491,0.462319758,0.489827648,0.489827648,4.553159365,0.58935456,0.637487777,0.605398966,0.029177911,0.134043296,0.607792297,0.026654039,0.535107655,0.362715041,0.008225944,0.248379169,0.09067876,0.026394303,0.029509873,1,0.392207703,0.489007961,0.499534829,0.577463613,0.021883433,0.333299785,1.674568356
4629,Renly4629,,24,b,2000,Alive,Survived,Sansa4493,0.476899272,0.105577211,0.894422789,0.412881208,0.583925664,0.360993374,0.679279767,0.288682158,0.711317842,0.668771665,0.572833712,0.489827648,0.074033492,0.029177911,0.238908682,0.455299355,0.544700645,0.696252172,0.975869832,0.024130168,0.273553921,0.726446079,0.484726235,0.105577211,0.894422789,0.118039491,0.462319758,0.489827648,0.489827648,4.553159365,0.58935456,0.637487777,0.605398966,0.029177911,0.134043296,0.607792297,0.026654039,0.532061525,0.362715041,0.008225944,0.248379169,0.09067876,0.026394303,0.029509873,1,0.392207703,0.489007961,0.499534829,0.577463613,0.021883433,0.333299785,1.674568356
4630,Edmure4630,79,24,bd,2000,2079,Fight,Sansa4493,0.476899272,0.105577211,0.894422789,0.412881208,0.583925664,0.360993374,0.679279767,0.288682158,0.711317842,0.668771665,0.572833712,0.489827648,0.074033492,0.029177911,0.238908682,0.455299355,0.544700645,0.696252172,0.975869832,0.024130168,0.279646181,0.720353819,0.484726235,0.105577211,0.894422789,0.118039491,0.462319758,0.489827648,0.489827648,4.553159365,0.58935456,0.637487777,0.605398966,0.029177911,0.134043296,0.607792297,0.026654039,0.535107655,0.362715041,0.008225944,0.248379169,0.09067876,0.026394303,0.029509873,1,0.392207703,0.489007961,0.499534829,0.577463613,0.021883433,0.333299785,1.674568356
4631,Sansa4631,302,24,bd,2000,2302,Starvation,Sansa4493,0.476899272,0.105577211,0.894422789,0.412881208,0.583925664,0.360993374,0.679279767,0.288682158,0.711317842,0.668771665,0.572833712,0.489827648,0.074033492,0.029177911,0.238908682,0.455299355,0.544700645,0.687123941,0.99209956,0.00790044,0.268607688,0.731392312,0.484726235,0.105577211,0.894422789,0.118039491,0.462319758,0.489827648,0.489827648,4.544031135,0.58935456,0.637487777,0.605398966,0.029177911,0.134043296,0.611849729,0.018539175,0.532631482,0.358150926,0.008225944,0.246097111,0.089537732,0.026394303,0.029509873,1,0.388150271,0.489007961,0.499534829,0.577463613,0.021883433,0.333299785,1.671525612
4632,Renly4632,5,24,bd,2000,2005,Fight,Joanna4457,0.721429998,0.462561164,0.537438836,0.846964597,0.198248454,0.578132836,0.885475001,0.192678721,0.807321279,0.896348406,0.056330647,0.708988625,0.730973599,0.008946691,0.619193043,0.311866297,0.688133703,0.79599468,0.373624651,0.626375349,0.614418743,0.385581257,0.524764486,0.462561164,0.537438836,0.860676849,0.613241177,0.708988625,0.708988625,5.101711259,0.271765603,0.774543727,0.439358311,0.008946691,0.314069867,0.421372737,0.31766102,0.583137301,0.402470685,0.081219289,0.358270276,0.100617671,0.115640291,0.215169212,2,0.578627263,0.385733457,0.464606059,0.62429607,0.006710018,0.259392311,1.932057242
